2017-11-01 06:00:08	Laura Cantrell	Laura Cantrell	All the Girls Are Complicated
2017-11-01 06:03:12	Laura Cantrell	Laura Cantrell	Starry Skies
2017-11-01 06:06:40	Laura Cantrell	Laura Cantrell	Letter She Sent
2017-11-01 06:09:44	Laura Cantrell	Laura Cantrell	No Way There From Here
2017-11-01 06:14:21	Laura Cantrell	Laura Cantrell	Glass Armour
2017-11-01 06:17:27	Laura Cantrell	Laura Cantrell	Beg or Borrow Days
2017-11-01 06:20:16	Laura Cantrell	Laura Cantrell	Driving Down Your Street
2017-11-01 06:22:37	Laura Cantrell	Laura Cantrell	When It Comes to You
2017-11-01 06:25:15	Laura Cantrell	Laura Cantrell	Can't Wait
2017-11-01 06:28:28	Laura Cantrell	Laura Cantrell	Barely Said a Thing
2017-11-01 06:31:09	Laura Cantrell	Laura Cantrell	Washday Blues
2017-11-01 06:34:42	Laura Cantrell	Laura Cantrell	Someday Sparrow
2017-11-01 06:38:27	Margo Price	Margo Price	Hands Of Time
2017-11-01 06:44:36	Margo Price	Margo Price	About To Find Out
2017-11-01 06:47:49	Margo Price	Margo Price	Tennessee Song
2017-11-01 06:52:30	Margo Price	Margo Price	Since You Put Me Down
2017-11-01 06:57:23	Margo Price	Margo Price	Four Years Of Chances
2017-11-01 07:01:57	Margo Price	Margo Price	This Town Gets Around
2017-11-01 07:04:53	Margo Price	Margo Price	How The Mighty Have Fallen
2017-11-01 07:08:04	Margo Price	Margo Price	Weekender
2017-11-01 07:12:45	Margo Price	Margo Price	Hurtin' (On The Bottle)
2017-11-01 07:16:58	Margo Price	Margo Price	World's Greatest Loser
2017-11-01 07:18:31	Margo Price	Margo Price	Desperate and Depressed
2017-11-01 07:22:03	The Redlands Palomino Company	The Redlands Palomino Company	Call Me Up
2017-11-01 07:25:49	The Redlands Palomino Company	The Redlands Palomino Company	Brass Bed
2017-11-01 07:30:29	The Redlands Palomino Company	The Redlands Palomino Company	1879
2017-11-01 07:34:01	The Redlands Palomino Company	The Redlands Palomino Company	Don't Fade
2017-11-01 07:38:20	The Redlands Palomino Company	The Redlands Palomino Company	She Rides Home
2017-11-01 07:41:55	The Redlands Palomino Company	The Redlands Palomino Company	Settle Down
2017-11-01 07:45:29	The Redlands Palomino Company	The Redlands Palomino Company	The Boat
2017-11-01 07:49:08	The Redlands Palomino Company	The Redlands Palomino Company	One A.M.
2017-11-01 07:53:28	The Redlands Palomino Company	The Redlands Palomino Company	Sleep Song
2017-11-01 07:58:26	The Redlands Palomino Company	The Redlands Palomino Company	sirens
2017-11-01 17:07:36	Yazoo	Yazoo	Don't Go (2008 Remaster)
2017-11-01 17:10:48	Yazoo	Yazoo	Too Pieces (2008 Remastered Version)
2017-11-01 17:14:02	Yazoo	Yazoo	Bad Connection (2008 Remastered Version)
2017-11-01 17:17:24	Yazoo	Yazoo	I Before E Except After C (2008 Remaster)
2017-11-01 17:20:05	Yazoo	Yazoo	Midnight (2008 Remastered Version)
2017-11-01 17:24:27	Yazoo	Yazoo	In My Room (2008 Remastered Version)
2017-11-01 17:28:28	Yazoo	Yazoo	Only You (2008 Remastered Version)
2017-11-01 17:31:43	Yazoo	Yazoo	Goodbye '70s (2008 Remaster)
2017-11-01 17:34:20	Yazoo	Yazoo	Tuesday (2008 Remastered Version)
2017-11-01 17:37:42	Yazoo	Yazoo	Winter Kills (2008 Remastered Version)
